RIGOL TECHNOLOGIES,DP821A,DP8E165350191,00.01.13
Date, Time, voltage 1,current 1,power 1,voltage 2,current 2,power 2
2023-07-28, 10:42:13, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:14, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:15, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:17, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:18, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:19, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:20, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:21, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:22, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:23, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:24, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:25, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:26, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:28, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:29, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:30, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:31, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:32, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:33, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:34, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:35, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:36, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:37, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:38, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:58, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:42:59, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:00, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:01, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:02, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:03, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:04, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:05, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:06, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:07, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:09, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:10, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:11, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:12, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:13, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:14, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:15, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:16, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:17, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:19, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:20, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:21, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:22, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:23, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:24, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:25, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:26, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:27, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:28, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:30, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:31, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:32, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:33, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:34, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:35, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:36, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:37, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:38, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:39, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:41, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:42, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:43, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:44, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:45, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:46, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:47, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:48, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:49, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:50, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:52, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:53, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:54, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:55, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:56, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:57, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:58, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:43:59, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:00, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:01, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:03, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:04, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:05, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:06, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:07, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:08, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:09, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:10, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:11, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:12, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:14, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:15, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:16, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:17, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:18, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:19, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:20, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:44:21, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:45:55, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:45:56, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:45:57, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:45:58, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:45:59, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:00, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:01, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:02, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:04, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:05, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:06, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:07, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:08, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:09, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:10, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:11, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:12, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:13, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:14, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:16, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:17, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:18, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:19, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:20, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:21, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:22, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:23, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:24, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:25, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:27, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:28, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:29, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:30, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:31, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:32, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:33, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:34, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:35, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:36, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:37, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:39, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:40, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:41, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:42, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:43, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:44, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:45, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:46, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:47, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:49, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:50, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:51, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:52, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:53, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:54, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:55, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:56, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:57, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:46:59, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:00, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:01, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:02, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:03, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:04, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:05, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:12, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:13, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:14, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:16, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:17, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:18, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:19, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:20, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:21, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:22, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:23, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:24, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:25, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:27, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:28, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:29, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:30, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:31, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:32, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:33, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:34, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:35, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:36, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:41, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:42, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:43, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:44, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:45, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:46, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:47, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:48, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:49, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 10:47:51, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 11:14:40, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
2023-07-28, 11:14:41, 0.000, 0.0000, 0.000, 0.000, 0.000, 0.000, 
